,sr87_sr86,nd143_nd144
55982,0.705481,0.512718
55983,0.706321,0.512688
55984,0.70511,0.512881
56139,0.703672,0.512782
56141,0.70433,0.512769
56142,0.704099,0.51284
56143,0.704296,0.5128
56146,0.704215,0.512809
56147,0.704725,0.512746
56148,0.704391,0.512767
56150,0.704382,0.512704
56159,0.703503,0.513004
56160,0.703139,0.512918
56161,0.706119,0.512558
56164,0.704515,0.512643
56165,0.7046,0.512751
56166,0.704131,0.512854
56167,0.704656,0.512697
56168,0.704066,0.512669
56171,0.703551,0.512976
56172,0.703552,0.512946
56173,0.703655,0.512925
56175,0.70378,0.51288
56176,0.70337,0.512909
56177,0.703424,0.512899
56178,0.703694,0.512862
56179,0.703717,0.512869
56180,0.703711,0.512846
56181,0.703709,0.512897
56239,0.703906,0.512929
56240,0.703958,0.512981
56241,0.703977,0.512904
56248,0.704024,0.512873
56249,0.704014,0.512836
56250,0.704065,0.512895
56251,0.70405,0.512881
56287,0.703127,0.512969
56288,0.703209,0.512964
56290,0.703079,0.512978
56293,0.703191,0.512931
56295,0.703448,0.512878
56296,0.703391,0.512921
56297,0.703393,0.512835
56304,0.703826,0.512917
56306,0.703826,0.512913
56307,0.703827,0.512909
56308,0.703873,0.512894
56309,0.703848,0.512921
56312,0.703835,0.512918
56313,0.703846,0.5129
56314,0.703808,0.512898
56317,0.70566,0.51265
56318,0.7056,0.51269
56327,0.705476,0.512586
56328,0.704674,0.512718
56329,0.703452,0.512964
56359,0.70409,0.51287
56362,0.705149,0.512676
56367,0.703506,0.512939
56368,0.703778,0.512893
56369,0.703496,0.512963
56387,0.7043,0.51282
56389,0.704117,0.512844
56390,0.704125,0.512888
56397,0.703946,0.512788
56399,0.703907,0.512809
56404,0.706124,0.512478
56405,0.706262,0.512507
56406,0.706135,0.512562
56407,0.706314,0.512498
56408,0.706076,0.512516
56409,0.703944,0.512788
56424,0.70474,0.512732
56430,0.70413,0.51292
56431,0.70412,0.51278
56437,0.704167,0.512849
56438,0.704218,0.512945
56439,0.704237,0.512894
56449,0.70325,0.513018
56450,0.70354,0.512946
56451,0.704169,0.51297
56452,0.703435,0.513024
56467,0.703925,0.512869
56468,0.703944,0.512834
56483,0.70388,0.51291
56547,0.704757,0.512811
56590,0.705036,0.512728
56615,0.704179,0.512769
56617,0.704171,0.512814
56618,0.70419,0.512786
56627,0.704244,0.512814
56629,0.70427,0.51281
56630,0.70423,0.51285
56631,0.704329,0.512829
56634,0.70427,0.51288
56635,0.70432,0.51281
56649,0.703357,0.513079
56663,0.70409,0.51292
56666,0.703408,0.512937
56667,0.703948,0.512949
56668,0.703687,0.512872
56669,0.703886,0.512881
56670,0.703675,0.51288
56676,0.70325,0.513038
56677,0.703152,0.513096
56678,0.703262,0.513093
56679,0.703163,0.513023
56680,0.703208,0.513082
56681,0.70316,0.513091
56691,0.704298,0.512887
56692,0.704299,0.51286
56693,0.704294,0.512859
56695,0.704486,0.512792
56696,0.704499,0.51285
56697,0.704554,0.512754667
56698,0.704255,0.512817667
56709,0.70412,0.512706
56735,0.706054,0.51259
56782,0.70342,0.513012
56790,0.70454,0.512979
56794,0.70488,0.512884
56795,0.70461,0.512881
56799,0.7045,0.512971
56800,0.70462,0.512981
56802,0.70378,0.51302
56804,0.70435,0.51295
56807,0.70469,0.513023
56808,0.70448,0.513037
56809,0.70468,0.513025
56810,0.70471,0.512962
56811,0.70407,0.51301
56812,0.70405,0.513032
56813,0.704,0.513032
56816,0.70439,0.512857
56817,0.70498,0.512971
56818,0.70521,0.512954
56823,0.7051,0.513024
56827,0.70679,0.51268
56828,0.70521,0.512974
56833,0.70581,0.512739
56925,0.705698,0.512766
57032,0.704357,0.512902
57033,0.704858,0.512735
57034,0.704846,0.51276
57035,0.704583,0.51282
57046,0.704546,0.512786
57047,0.704605,0.512838
57048,0.704852,0.512779
57049,0.704877,0.512801
57050,0.704385,0.51283
57055,0.704834,0.512762
57056,0.704802,0.512745
57067,0.703181,0.512961
57069,0.703199,0.512948
57070,0.70318,0.512949
57071,0.703185,0.512956
57072,0.703273,0.51292
57074,0.703197,0.512912
57075,0.703227,0.512956
57077,0.70318,0.512953
57103,0.704354,0.512843
57109,0.70322,0.513058
57110,0.7046,0.512819
57113,0.704301,0.512877
57114,0.704235,0.512883
57116,0.704234,0.512748
57120,0.704356,0.512857
57121,0.705025,0.512785
57122,0.704683,0.512768
57123,0.70436,0.51286
57124,0.704307,0.512923
57141,0.704207,0.512804
57151,0.704763,0.512706
57153,0.704301,0.512786
57155,0.704336,0.51279
57160,0.704222,0.512773
57188,0.704816,0.51274
57202,0.703847,0.5129
57207,0.70393,0.51289
57208,0.704189,0.512797
57250,0.703969,0.512821
57251,0.704204,0.51274
57252,0.703969,0.512821
57253,0.704204,0.51274
57257,0.703942,0.512887
57300,0.705391,0.512929
57301,0.704846,0.512915
57302,0.70468,0.512892
57309,0.703441,0.513063
57310,0.703618,0.513091
57311,0.703903,0.512963
57312,0.703589,0.513107
57316,0.703818,0.513005
57317,0.703782,0.513041
57319,0.704278,0.512965
57331,0.703444,0.512849
57332,0.70327,0.512854
57333,0.70326,0.512853
57334,0.703461,0.512855
57335,0.703536,0.51284
57336,0.703424,0.512846
57337,0.705044,0.512767
57345,0.707518,0.512413
57378,0.70474,0.5118
57450,0.70479,0.51196
57451,0.704101,0.512859
57452,0.703991,0.512855
57453,0.704062,0.51285
57454,0.703924,0.512851
57455,0.704033,0.512849
57456,0.704043,0.512851
57457,0.704032,0.512851
57458,0.704017,0.512854
57459,0.704107,0.512833
57460,0.704039,0.512854
57461,0.704236,0.512805
57462,0.704057,0.512836
57463,0.704044,0.512829
57465,0.70381,0.51203
57467,0.705124,0.512647
57470,0.705116,0.512686
57473,0.704824,0.512675
57521,0.705099,0.512694
57522,0.705111,0.512708
57523,0.705054,0.512667
57524,0.705249,0.512644
57526,0.705185,0.512722
57527,0.70505,0.51267
57528,0.705213,0.512692
57529,0.704998,0.512674
57530,0.705207,0.512654
57531,0.705068,0.512666
57532,0.705197,0.512659
57533,0.705116,0.512646
57534,0.705256,0.512665
57535,0.705063,0.512675
57536,0.705029,0.512686
57539,0.70392,0.512800667
57540,0.70385,0.512798
57541,0.70403,0.512772
57560,0.70653,0.512528
57561,0.70609,0.512615
57562,0.7065,0.512568
57565,0.703909,0.512805
57579,0.703906,0.512802
57594,0.707335,0.512431
57615,0.70505,0.512517
57617,0.70526,0.512477
57619,0.704968,0.512642
57622,0.704398,0.512764
57626,0.703732,0.512904
57627,0.704212,0.512847
57629,0.704126,0.512806
57668,0.704755,0.51278
57674,0.704506,0.512815
57675,0.704719,0.51275
57676,0.704628,0.512753
57677,0.704276,0.512833
57678,0.704737,0.512774
57679,0.704751,0.512938
57702,0.708086,0.512311
57703,0.704773,0.512493
57704,0.704783,0.512406
57736,0.70551,0.51266
57737,0.70508,0.51268
57738,0.70492,0.51273
57740,0.7042,0.51274
57741,0.70419,0.51278
57742,0.70464,0.5127
57743,0.70428,0.51274
57744,0.70449,0.51263
57745,0.70422,0.51278
57746,0.70398,0.51273
57751,0.70453,0.51272
57754,0.7041,0.51274
57755,0.70466,0.51275
57756,0.70386,0.51267
57770,0.704356,0.512791
57774,0.704028,0.512867
57777,0.707097,0.51245
57783,0.70432,0.5118
57784,0.70418,0.51193
57788,0.70499,0.5118
57789,0.70466,0.51182
57790,0.70537,0.5119
57809,0.70764,0.51245
57810,0.70743,0.51245
57811,0.70946,0.51221
57812,0.70896,0.51219
57813,0.70647,0.51253
57814,0.70726,0.51258
57815,0.70582,0.51264
57816,0.70895,0.51222
57817,0.70968,0.51245
57818,0.70758,0.51248
57819,0.70726,0.51238
57820,0.70594,0.51262
57821,0.70913,0.51233
57822,0.70825,0.51238
57823,0.70448,0.51262
57824,0.7055,0.51265
57826,0.70508,0.51267
57833,0.70386,0.51267
57836,0.704198,0.512956
57953,0.70402,0.512812
57954,0.705511,0.512596
57955,0.704242,0.512849
57957,0.704107,0.512839
57958,0.70526,0.512629
57960,0.704312,0.512819
57961,0.705455,0.512636
57962,0.704526,0.512783
57967,0.70768,0.512344
57968,0.707604,0.512407
57989,0.704384,0.51271
58000,0.704973,0.512698
58001,0.703845,0.512757
58013,0.704552,0.512697
58015,0.70399,0.512826
58037,0.70426,0.51192
58041,0.70399,0.51203
58042,0.70415,0.51195
58043,0.70437,0.51193
58044,0.70423,0.51196
58045,0.70421,0.512
58046,0.70408,0.51203
58049,0.7042,0.51196
58070,0.705527,0.51251
58105,0.705322,0.512628
58107,0.704195,0.512708
58108,0.705213,0.512662
58109,0.705118,0.512713
58110,0.705245,0.512624
58194,0.704046,0.512854
58195,0.703962,0.51283
58196,0.704035,0.512854
58197,0.703889,0.512841
58198,0.703885,0.512852
58205,0.704141,0.512843
58212,0.70416,0.512832
58213,0.70773,0.512426
58214,0.70665,0.51228
58215,0.70435,0.512563
58216,0.70473,0.512516
58217,0.70379,0.512839
58218,0.7047,0.512495
58253,0.703867,0.512853
58254,0.704012,0.51284
58255,0.704155,0.512821
58256,0.703868,0.512866
58257,0.704081,0.512842
58258,0.704018,0.512856
58259,0.703956,0.512847
58260,0.703954,0.512882
58271,0.704062,0.512832
58275,0.70583,0.512451
58281,0.703995,0.512861
58282,0.703829,0.51287
58361,0.70291,0.51314
58366,0.70305,0.51326
58438,0.70394,0.51196
58440,0.70434,0.51204
58443,0.707065,0.512435
58529,0.704491,0.51273
58531,0.707306,0.512406
58532,0.707309,0.512407
58536,0.705786,0.512603
58537,0.705505,0.512627
58552,0.704788,0.512557
58600,0.704114,0.512992
58602,0.70407,0.512918
58604,0.70435,0.512944
58613,0.70453,0.512852
58614,0.704855,0.512758
58615,0.705129,0.512705
58616,0.704528,0.512803
58617,0.704727,0.512822
58618,0.704951,0.512776
58620,0.70451,0.512855
58621,0.704405,0.512887
58622,0.704248,0.512917
58623,0.704493,0.512881
58624,0.705222,0.512708
58625,0.704155,0.513035
58626,0.704051,0.513139
58627,0.705125,0.512862
58629,0.704254,0.513094
58630,0.705125,0.512862
58738,0.70281,0.51319
58749,0.70301,0.51293
58754,0.70308,0.51296
58763,0.70287,0.51301
58835,0.70348,0.512906
58840,0.70302,0.51296
58841,0.70307,0.51293
58842,0.70305,0.51299
58855,0.703165,0.513064
58856,0.703277,0.512962
58857,0.703222,0.513063
58858,0.703087,0.512902
58859,0.70305,0.513057
58860,0.703086,0.513092
58861,0.703223,0.512962
58862,0.702943,0.513094
58863,0.703047,0.513068
58864,0.702947,0.513158
58865,0.702815,0.513179
58866,0.703283,0.512973
58867,0.703212,0.512928
58868,0.703321,0.513061
58869,0.703083,0.513082
58870,0.703105,0.512977
58871,0.703472,0.512959
58872,0.7031,0.51295
58873,0.703592,0.513065
58874,0.702993,0.513054
58875,0.703204,0.513073
58926,0.703106,0.513019
58939,0.70322,0.513053
58940,0.7031267,0.513079534
58941,0.7032747,0.513026119
58942,0.7032797,0.513040386
58943,0.7032617,0.513027716
58944,0.7032897,0.513027917
58945,0.7032417,0.513048422
58946,0.7033277,0.513033255
58947,0.7032517,0.513034393
58956,0.70315,0.51304
58958,0.703189,0.513098
58965,0.703213,0.513013
58967,0.703227,0.51302
58969,0.703235,0.513021
58970,0.703232,0.513022
58973,0.703234,0.51303
58974,0.703205,0.51303
58975,0.703164,0.513041
58976,0.703205,0.513026
58989,0.703214,0.513023
58990,0.70323,0.513033
58991,0.703247,0.513034
58992,0.703213,0.513017
58993,0.703238,0.513019
58994,0.703228,0.513028
58995,0.70323,0.513036
58998,0.703223,0.513021
58999,0.703125,0.513093
59018,0.703357,0.513034
59019,0.703254,0.513035
59020,0.703328,0.513006
59021,0.703345,0.51302
59022,0.703309,0.513053
59023,0.70315,0.513087
59024,0.703323,0.51301
59025,0.70339,0.512996
59026,0.703357,0.51303
59027,0.703364,0.512993
59028,0.703462,0.512996
59029,0.7033,0.513008
59030,0.703323,0.513003
59031,0.703468,0.512993
59032,0.703449,0.512979
59033,0.703384,0.513007
59034,0.703237,0.513015
59035,0.703298,0.513015
59036,0.703364,0.513046
59037,0.703245,0.513034
59038,0.703247,0.513012
59039,0.703147,0.513064
59040,0.703285,0.513017
59041,0.703197,0.513051
59042,0.703395,0.513011
59043,0.703176,0.513048
59044,0.703153,0.51307
59045,0.7032,0.513053
59046,0.703213,0.513024
59047,0.703225,0.513047
59048,0.703234,0.51306
59049,0.703207,0.51305
59050,0.703161,0.513086
59051,0.703193,0.513065
59052,0.703182,0.513043
59053,0.703311,0.513048
59054,0.703277,0.513015
59055,0.703246,0.513023
59056,0.703339,0.51301
59057,0.703254,0.513032
59058,0.703253,0.513016
59059,0.703315,0.513045
59060,0.703182,0.51305
59061,0.703133,0.513074
59062,0.703207,0.513039
59063,0.703179,0.513071
59064,0.703279,0.513018
59065,0.703137,0.513067
59066,0.703398,0.513013
59067,0.703222,0.51304
59068,0.703186,0.513033
59069,0.703307,0.51303
59070,0.703341,0.513035
59071,0.703326,0.513051
59072,0.703323,0.513011
59073,0.703309,0.513046
59074,0.703223,0.513054
59075,0.703294,0.513023
59076,0.7033,0.513036
59077,0.703319,0.513021
59078,0.70333,0.51303
59079,0.703358,0.51299
59080,0.70329,0.513045
59081,0.703379,0.512991
59082,0.703322,0.512992
59083,0.70321,0.513021
59084,0.703339,0.513004
59085,0.703313,0.513013
59086,0.703372,0.513007
59087,0.703362,0.513032
59088,0.703373,0.513022
59089,0.703377,0.513028
59090,0.703389,0.513025
59091,0.703369,0.513014
59092,0.70335,0.513032
59093,0.703277,0.513059
59094,0.703252,0.513034
59095,0.70335,0.513033
59096,0.703343,0.51301
59097,0.703357,0.513021
59098,0.703373,0.513022
59099,0.703286,0.513017
59100,0.703379,0.513018
59101,0.703367,0.513015
59102,0.703371,0.513022
59103,0.703395,0.512989
59104,0.703345,0.513004
59105,0.703368,0.513008
59106,0.703369,0.513005
59107,0.703394,0.513013
59108,0.70345,0.51301
59109,0.703258,0.513055
59110,0.703283,0.51306
59111,0.703293,0.513013
59112,0.703375,0.513017
59113,0.703318,0.513002
59114,0.703489,0.513016
59115,0.703308,0.51305
59116,0.703308,0.513032
59117,0.703306,0.513009
59118,0.703326,0.513016
59119,0.70343,0.513011
59120,0.703309,0.513033
59121,0.703252,0.513008
59122,0.703324,0.513035
59123,0.703291,0.513029
59124,0.703375,0.513031
59129,0.703252,0.513093
59130,0.703326,0.513067
59131,0.703256,0.513072
59132,0.703072,0.513159
59133,0.70312,0.51311
59134,0.703402,0.513027
59135,0.703229,0.513071
59136,0.703264,0.513073
59137,0.703418,0.513043
59138,0.703026,0.513144
59139,0.703465,0.512999
59140,0.703407,0.513051
59141,0.703083,0.513105
59224,0.70327,0.513063
59228,0.70317,0.513044
59229,0.70319,0.513119
59376,0.703168,0.51299
59377,0.703356,0.51294
59379,0.70324,0.513
59380,0.703272,0.513018
59383,0.702922,0.513133
59384,0.70305,0.513137
59385,0.703066,0.513073
59386,0.703313,0.512976
59405,0.703496,0.51296
59406,0.7034,0.512934
59407,0.703532,0.512966
59408,0.703361,0.512918
59414,0.703709,0.512926
59415,0.703457,0.512957
59416,0.703399,0.512958
59437,0.703188,0.513054
59464,0.703465,0.512969
59490,0.703118,0.513049
59491,0.703062,0.513053
59492,0.703063,0.513114
59493,0.703114,0.513044
59494,0.70335,0.513002875
59495,0.703109,0.513068
59496,0.703251,0.51302
59497,0.703161,0.513007
59542,0.703125125,0.513024
59543,0.703105,0.513041
59544,0.703012,0.513034875
59545,0.703146,0.513029
59546,0.703145,0.513028
59547,0.703152,0.51306
59845,0.703095,0.51306
59848,0.703066,0.513065
59897,0.70338,0.51303
59898,0.70344,0.51302
59921,0.703187,0.513017
59981,0.703133,0.513043
59982,0.703182,0.513031
60129,0.7033,0.51303
60137,0.703134,0.51302
60140,0.70312,0.513024
60142,0.70313,0.513023
60144,0.703138,0.513015
60152,0.7031855,0.51305
60153,0.702925,0.513123
60154,0.703064,0.513053
60156,0.70331,0.513053
60165,0.703335,0.512987
60166,0.703236,0.513023
60167,0.703309,0.513017
60168,0.703245,0.513027
60169,0.703307,0.513008875
60170,0.703128,0.513055
60171,0.703211,0.513032
60172,0.703033,0.513087875
60174,0.702983,0.513106
60203,0.7033205,0.512961
60204,0.703314,0.512962
60238,0.70336,0.51301
60321,0.703251,0.513033
60322,0.703282,0.51302
60323,0.703095,0.513058
60324,0.70327,0.513008
60333,0.703253,0.513026
60334,0.703273,0.513029
60336,0.703275,0.513018
60368,0.703082,0.513073
60376,0.703026143,0.513138143
60380,0.703078,0.513145
60382,0.703007,0.513129
60383,0.703037,0.513085
60384,0.702999,0.513132
60385,0.703008,0.513136
60403,0.70319,0.51305
60406,0.70317,0.51302
60424,0.703187,0.513036
60425,0.703197,0.513036
60426,0.703187,0.513037
60427,0.703198,0.513041
60428,0.703191,0.513029
60429,0.703191,0.513034
60430,0.703216,0.513024
60431,0.703202,0.513036
60470,0.703223,0.513027
60598,0.703123,0.513023
60606,0.70299,0.513156
60640,0.703076,0.513047
60641,0.702935,0.513108
60642,0.702956,0.51309
60643,0.70305,0.513046
60768,0.703058,0.513077
60769,0.703066,0.51308
60779,0.703054,0.513036
60780,0.703073,0.513041
60781,0.703245,0.513021
60796,0.70334,0.51299
60802,0.70306,0.513124
60803,0.703093,0.513073
60810,0.703068,0.513078
60811,0.703304875,0.512971875
60853,0.703122,0.513014
60856,0.703331,0.512923
60857,0.703329,0.512975
60884,0.703399,0.51278
60885,0.703347,0.512959
60886,0.70339,0.512959
60887,0.703353,0.512883
60890,0.703369,0.512935
60897,0.703052,0.51308
60898,0.703036,0.513073
60905,0.70306,0.513076
60906,0.703079,0.513058
60939,0.703318,0.513025
60940,0.703234,0.513037
60941,0.703239,0.513028
60942,0.70323,0.513035
61028,0.703226,0.513029
61069,0.703065,0.513094
61070,0.703207,0.512991
61077,0.703196667,0.513041
61078,0.702899,0.513148667
61079,0.702899,0.513138857
61080,0.703156,0.513035
61127,0.702902,0.513142
61129,0.702888,0.513159
61138,0.702883,0.513134
61214,0.703057,0.513085
61238,0.703352,0.51294
61240,0.703294,0.512933
61242,0.703348,0.512929
61244,0.703427,0.512895
61245,0.70343,0.512892875
61250,0.703328,0.512948
61251,0.703228,0.512963
61252,0.703321,0.512938
61253,0.703329,0.512922
61254,0.7033,0.51292
61257,0.703265,0.512942
61265,0.703403,0.512936
61269,0.702972,0.513093
61270,0.703156,0.512993
61325,0.703207,0.513045
61326,0.703257,0.513016
61354,0.703354,0.513017
61359,0.703295,0.513008
61365,0.703121,0.513034
61368,0.703805,0.51291
61370,0.703663,0.51295
61384,0.703241,0.513028
61388,0.703565,0.513024
61391,0.703152,0.513054
61393,0.703289,0.513038
61396,0.703613,0.51301
61402,0.703232,0.513034
61403,0.703254,0.513039
61406,0.703281,0.513034
61407,0.703317,0.513015
61495,0.703346,0.512989
61496,0.703346,0.512993
61497,0.703331,0.51293
61498,0.703402,0.512966
61499,0.703327,0.512961
61500,0.703342,0.512977
61501,0.703347,0.512959
61502,0.703179,0.512994
61503,0.703362,0.51296
61504,0.703375,0.512945
61505,0.703359,0.512956
61506,0.703346,0.512958
61507,0.703359,0.51295
61509,0.703361,0.512965
61511,0.703363,0.512961
61512,0.703347,0.512962
61513,0.703362,0.512948
61514,0.703346,0.512976
61516,0.70335,0.512962
61517,0.703354,0.512958
61518,0.703357,0.51295
61519,0.703355,0.512952
61522,0.703322,0.513017
61526,0.703327,0.512987
61531,0.70336,0.51297
61532,0.70332,0.51298
61533,0.70334,0.51298
61534,0.703362,0.512983
61535,0.703323,0.513018
61536,0.703322,0.513017
61537,0.703357,0.513025
61538,0.703272,0.513015
61540,0.703538,0.512973
61541,0.703524,0.512997
61542,0.703546,0.512987
61543,0.70359,0.512974
61544,0.703554,0.512988
61545,0.703604,0.512993
61546,0.703468,0.512989
61547,0.703047,0.513064
61580,0.703093,0.513031
61583,0.703177,0.513011
61603,0.703118,0.513031
61607,0.702895,0.513143
61608,0.702967,0.513106
61609,0.702875,0.513133
61627,0.703196889,0.513043
61628,0.703215,0.513025
61702,0.703071,0.512997
61703,0.70302,0.513113
61704,0.703044,0.513105
61713,0.702928,0.513155
61714,0.703225,0.51307
61774,0.703151889,0.5130298
61775,0.703129875,0.513038
61776,0.703054,0.51308
61777,0.703094,0.513062
61778,0.7031294,0.513047
61779,0.7031031,0.513013
61780,0.7031396,0.51305
61781,0.7031364,0.513027
61783,0.703118,0.513035
61784,0.7031228,0.51303
61785,0.7031102,0.513041
61786,0.7031156,0.513036
61787,0.7031267,0.513023
61788,0.7031317,0.51303
61789,0.70311,0.513024
61790,0.7031099,0.513043
61791,0.7031231,0.513015
61792,0.7031157,0.513038
61793,0.7031258,0.51304
61794,0.7031051,0.513041
61818,0.703062,0.513070714
61940,0.703025,0.513073
61941,0.703095,0.513064
61942,0.702996,0.513105167
61943,0.703011,0.513085
61944,0.703011,0.513092167
61948,0.702929833,0.513114333
61950,0.703057,0.513087
61952,0.702959,0.513094
61992,0.70301,0.513099
61996,0.70299,0.513097143
61999,0.703129,0.513055
62001,0.702989,0.513088
62092,0.703074,0.513081833
62093,0.703027,0.513073833
62199,0.703301,0.51298
62200,0.703249,0.512967
62223,0.703187,0.513034
62231,0.703108,0.51307
62232,0.703129,0.513056
62277,0.703096,0.513094
62278,0.703187,0.513051
62281,0.70316,0.513049
62284,0.703185,0.513032
62310,0.703226,0.513045
62326,0.703112,0.513058
62329,0.703086,0.513075
62330,0.703121,0.513065
62333,0.703124,0.513066
