,sr87_sr86,nd143_nd144
44165,0.703416,0.512805
44169,0.703334,0.512819
44196,0.703836,0.512749
44197,0.703792,0.512745
44198,0.70347,0.51288
44203,0.703468,0.512875
44204,0.703472,0.512861
44205,0.703687,0.512767
44207,0.704701,0.512712
44208,0.703926,0.512841
44210,0.703492,0.512854
44211,0.703475,0.512838
44299,0.703442,0.512883
44300,0.703219,0.512917
44301,0.703675,0.512777
44302,0.7032,0.512957
44303,0.703198,0.51295
44304,0.703331,0.512922
44306,0.703675,0.512804
44307,0.703768,0.513051
44308,0.703686,0.513073
44309,0.703515,0.512847
44310,0.70435,0.512976
44353,0.703592,0.512754
44354,0.703582,0.512732
44355,0.703582,0.512747
44356,0.70356,0.512741
44357,0.703606,0.512749
44358,0.703647,0.512766
44359,0.70364,0.512742
44360,0.703565,0.51277
44361,0.703537,0.512778
44362,0.703562,0.51276
44363,0.703565,0.51276
44364,0.703627,0.512719
44366,0.703792,0.512714
44367,0.703603,0.512729
44368,0.703676,0.512748
44369,0.703684,0.512749
44443,0.706147,0.512523
44524,0.705916,0.512964
44530,0.70626,0.512963
44538,0.705518,0.51284
44645,0.70953,0.512614
44646,0.70695,0.512524
44647,0.7061,0.512546
44648,0.70515,0.512614
44649,0.70601,0.512553
44650,0.70619,0.512537
44654,0.70629,0.512562
44664,0.70812,0.512682
44682,0.709526,0.51256
44683,0.707282,0.512528
44693,0.706589,0.512373
44704,0.707614,0.512487
44705,0.708697,0.512448
44968,0.706772,0.512545
44969,0.706525,0.512552
44970,0.706214,0.512568
44971,0.706237,0.512585
44973,0.706214,0.51255
44976,0.706883,0.512547
44977,0.706758,0.512559
44978,0.70642,0.512585
44982,0.706686,0.512552
44983,0.706673,0.512525
44984,0.706594,0.512563
44986,0.706156,0.512573
44989,0.706589,0.512563
44990,0.706,0.512544
45175,0.7078,0.512585
45209,0.702461,0.513119
45289,0.70319,0.512945
45291,0.70253,0.51312
45298,0.702519,0.513196
45299,0.703164,0.512911
45300,0.702842,0.513109
45301,0.702507,0.513217
45303,0.70376,0.512879
45310,0.702485,0.513179
45314,0.70241,0.513178
45315,0.703413,0.513061
45316,0.702477,0.513205
45317,0.702384,0.513236
45318,0.703186,0.512934
45320,0.70499,0.512897
45321,0.70327,0.512928
45474,0.703032,0.512954
45476,0.70292,0.513044
45477,0.70298,0.513027
45511,0.703249,0.512929
45542,0.703218,0.512933
45601,0.703265,0.512942
45602,0.703248,0.512954
45604,0.703242,0.512932
45605,0.703259,0.512949
45606,0.70319,0.512951
45635,0.703193,0.512934
45638,0.703238,0.512986
45644,0.703281,0.512991
45659,0.703208,0.51295
45660,0.703272,0.512921
45661,0.703207,0.512947
45662,0.7032,0.51294
45663,0.703272,0.512947
45664,0.703251,0.512958
45665,0.703264,0.512922
45666,0.70329,0.512937
45667,0.703214,0.51294
45668,0.703289,0.512929
45669,0.703281,0.51293
45670,0.703294,0.512928
45673,0.703242,0.512954
45674,0.70326,0.512949
45675,0.703205,0.512965
45676,0.703211,0.512922
45689,0.70366,0.512905
45712,0.703518,0.512948
45713,0.703415,0.512946
45714,0.703446,0.512945
45715,0.703379,0.512943
45716,0.703447,0.513001
45755,0.70272,0.513127
45768,0.70327,0.512996
45769,0.703174,0.512962
45772,0.703391,0.512923
45773,0.703324,0.512927
45775,0.703373,0.512931
45776,0.703433,0.512933
45779,0.703341,0.512921
45783,0.703342,0.512931
45785,0.703411,0.51295
45789,0.703335,0.512976
45790,0.703333,0.512941
45791,0.703362,0.512913
45792,0.703362,0.512922
45828,0.703327,0.51293
45829,0.703372,0.512916
45830,0.703344,0.512917
45831,0.703288,0.512929
45833,0.703323,0.512959
45834,0.703366,0.512958
45835,0.703321,0.512934
45836,0.703336,0.512915
45839,0.70289,0.512994
45840,0.702898,0.513011
45841,0.702856,0.51302
45870,0.70322,0.512932
45990,0.7032,0.512951
45996,0.703341,0.512928
45997,0.703376,0.512924
46027,0.7033,0.512915
46040,0.703504,0.512941
46041,0.703365,0.512904
46044,0.703397,0.512925
46048,0.702837,0.513022
46049,0.70275,0.513047
46052,0.702745,0.5130355
46075,0.70277,0.513032
46088,0.7031,0.512987
46132,0.70274,0.513023
46139,0.70277,0.513035
46140,0.70276,0.513031
46142,0.702773,0.513039
46143,0.702744,0.51303
46144,0.702828,0.51303
46145,0.702766,0.513042
46146,0.702764,0.513038
46147,0.702747,0.513041
46148,0.702843,0.513028
46149,0.7028,0.513047
46152,0.702765,0.51305
46154,0.70287,0.51302
46155,0.70291,0.51305
46156,0.702865,0.51303
46157,0.70284,0.51304
46158,0.702805,0.51305
46159,0.70276,0.51304
46160,0.7028,0.51304
46163,0.7028,0.513057
46172,0.70338,0.512892
46185,0.703288,0.512909
46204,0.70311,0.512964
46205,0.703217,0.512951
46233,0.702998,0.513028
46234,0.702991,0.513041
46235,0.703086,0.513042
46236,0.702764,0.513087
46237,0.703038,0.513018
46238,0.702952,0.513099
46242,0.70283,0.513014
46243,0.70296,0.513022
46244,0.70262,0.513101
46250,0.70293,0.513005
46251,0.7033,0.512934
46262,0.70279,0.513062
46263,0.70281,0.513053
46274,0.702850636,0.513057471
46275,0.702836,0.513061453
46276,0.703022636,0.513045471
46277,0.702843636,0.513054471
46278,0.702956636,0.513040471
46279,0.702999636,0.513021471
46280,0.702946636,0.513032471
46281,0.703659,0.512983454
46282,0.70309,0.513005454
46284,0.702994636,0.513035471
46285,0.703029636,0.513008471
46287,0.703020636,0.513009471
46288,0.702919636,0.513040471
46289,0.702834636,0.513073471
46290,0.702943636,0.513057471
46291,0.702931636,0.513069471
46292,0.702769,0.513072453
46293,0.702811636,0.513071471
46294,0.702807636,0.513067471
46295,0.702793636,0.513065471
46296,0.702769636,0.513073471
46297,0.704225636,0.513078471
46298,0.702849,0.513057453
46299,0.702837,0.513046453
46300,0.702920636,0.513115471
46301,0.703020636,0.513115471
46302,0.702885,0.513057977
46303,0.703039636,0.513019471
46304,0.702988,0.513007454
46305,0.702831636,0.513064471
46306,0.702806636,0.513063471
46307,0.702986,0.513011978
46308,0.702820636,0.513048471
46309,0.703187636,0.513040471
46310,0.703036,0.512998
46311,0.703089,0.513018
46334,0.703449,0.512953
46336,0.703415,0.512931
46342,0.703368,0.512925
46343,0.703418,0.512952
46347,0.703327,0.512958
46504,0.703394,0.512921
46511,0.703438,0.512918
46512,0.703372,0.512907
46513,0.703333,0.512914333
46516,0.70352,0.512915
46519,0.703443,0.512913
46524,0.703419,0.512916
46527,0.70343,0.512922
46531,0.703414,0.512919
46533,0.703366,0.512908
46534,0.703446,0.512916
46537,0.703461,0.512914
46540,0.703453,0.512927
46542,0.703421,0.512927
46546,0.703394,0.512927
46547,0.703412,0.51292
46549,0.703419,0.512916
46594,0.70295,0.512064
46596,0.70401,0.512044
46600,0.7091,0.511908
46627,0.70889,0.512266
46628,0.733969,0.512264
46631,0.703756,0.512274
46634,0.71641,0.512011
46638,0.703853,0.512309
46646,0.704201,0.512467
46647,0.703818,0.512629
46648,0.703492,0.512626
46649,0.703741,0.512617
46650,0.703375,0.512727
46651,0.703014,0.512574
46652,0.703799,0.512304
46654,0.703935,0.51223
46673,0.70412,0.5120353
46832,0.703596,0.51312
46833,0.704269,0.513163
46843,0.70362,0.51295
46845,0.702936,0.513161
46846,0.702926,0.513161
46847,0.704333,0.513203
46849,0.702951,0.513174
46853,0.703285,0.513157
46855,0.703524,0.51317
46858,0.704129,0.513149
46859,0.704291,0.513234
46860,0.704111,0.513031
46862,0.70524,0.512823
46863,0.70544,0.512815
46887,0.70305,0.512952
46890,0.7028,0.513121
46891,0.70301,0.512966
46893,0.70307,0.512986
46904,0.704796,0.512994
46912,0.704617,0.513128
46917,0.70396,0.513162
46928,0.703187,0.513165
46940,0.70453,0.51293
46941,0.70446,0.51294
46971,0.70491,0.512921
46973,0.70501,0.512985
46975,0.70522,0.512925
46981,0.7038,0.512975
46989,0.7037,0.512994
47078,0.704207,0.512924
47176,0.70462,0.513006
47263,0.703709,0.512911
47264,0.703054,0.513073
47266,0.703921714,0.512846286
47269,0.703723,0.512925
47271,0.704137,0.512844
47272,0.704119,0.512844
47273,0.703071,0.513077
47276,0.703798,0.512913
47278,0.703733,0.512949
47280,0.703816,0.512881
47282,0.703837,0.51292
47289,0.703755,0.512932
47290,0.70374,0.512894
47292,0.703743,0.512893
47294,0.70379,0.512896143
47297,0.70392,0.512878
47298,0.703744,0.512922
47300,0.703759,0.512975
47488,0.703564,0.512945
47489,0.70356,0.512935
47490,0.703556,0.512934
47491,0.703578,0.512944
47492,0.703597,0.512928
47493,0.703587,0.512941
47494,0.703511,0.512964
47495,0.703636,0.512949
47496,0.70357,0.512936
47497,0.703568,0.512958
47498,0.703532,0.512954
47499,0.703537,0.512915
47646,0.703544,0.512973
47647,0.703543,0.512964
47648,0.703545,0.512967
47649,0.703637,0.512972
47717,0.70361,0.512927
47718,0.703598,0.512948
47719,0.703604,0.512949
47750,0.703578,0.512977
47751,0.703599,0.512982
47900,0.703604,0.512932
47901,0.703558,0.512945
47902,0.70365,0.512922
47903,0.70353,0.51297
47904,0.703588,0.51297
47905,0.703569,0.512961
47906,0.703595,0.512968
47907,0.703439,0.51306
47908,0.703583,0.512987
47910,0.703658,0.51293
47911,0.703622,0.512971
47912,0.703826,0.512876
47913,0.703541,0.512958
47914,0.703708,0.513016
47915,0.703652,0.512939
47916,0.703578,0.512947
47917,0.703685,0.51294
47918,0.703513,0.512974
47919,0.703572,0.512929
47920,0.703498,0.51298
47921,0.703531,0.512929
47922,0.703669,0.512882
47923,0.703573,0.512903
47924,0.703608,0.512934
47925,0.703701,0.51289
48096,0.703582,0.512967
48983,0.7036214,0.512953
48989,0.703623545,0.512955
48993,0.7036249,0.512943
49002,0.703639741,0.512953
49005,0.703616,0.512944
49008,0.703620741,0.512948
49010,0.703644,0.512947
49015,0.703638556,0.512945
49019,0.7036326,0.512946
49029,0.703626926,0.512944
49036,0.703639,0.512946
49042,0.703625741,0.512943
49047,0.70363563,0.51294
49473,0.703607,0.512955
49510,0.703605,0.512957
49517,0.703604,0.512953
49546,0.703601,0.512956
49599,0.70361,0.51295
49805,0.703459,0.51298
49806,0.70346,0.512977
49807,0.703574,0.512971
49808,0.703556,0.512963
49809,0.703508,0.51295
49810,0.703534,0.51294
49811,0.703591,0.512964
49812,0.703464,0.512982
49813,0.703595,0.512966
49814,0.703509,0.512969
50008,0.703647143,0.512950833
50009,0.703625692,0.5129562
50010,0.7036378,0.51295
50011,0.703660167,0.512944
50012,0.7036536,0.512948
50013,0.7036536,0.512955727
50014,0.7036303,0.512963455
50015,0.7036528,0.512945091
50016,0.7036478,0.512951273
50017,0.703648077,0.512949
50018,0.703640222,0.512951
50019,0.703638111,0.51294825
50020,0.703636889,0.51295
50021,0.703631556,0.512952
50161,0.70352,0.512986
50162,0.703513,0.512988
50163,0.703647,0.512993
50164,0.703633,0.512969
50165,0.703654,0.512996
50166,0.703534,0.512987
51594,0.703551,0.51298
51595,0.703488,0.512979
51596,0.703455,0.512969
51597,0.703512,0.513003
51598,0.703432,0.513003
51599,0.70353,0.512996
51600,0.703562,0.512987
51601,0.703488,0.513012
51602,0.703449,0.512996
51603,0.703454,0.512987
51604,0.703517,0.513009
51605,0.703463,0.513015
51699,0.703614,0.512957
51700,0.703573,0.512974
51701,0.7035,0.513006
51702,0.703556,0.512989
51703,0.703694,0.512954
51704,0.70368,0.512936
51705,0.703578,0.512979
51706,0.703615,0.512986
51707,0.703525,0.51298
51708,0.70366,0.512938
51709,0.703701,0.512944
51710,0.703545,0.512989
51720,0.7038,0.512915
51725,0.703821,0.512913
51729,0.703761,0.512926
51737,0.703839,0.512896
51738,0.703851,0.512907
51774,0.703717,0.512923
51775,0.703707,0.512905
51912,0.703684,0.521964
51938,0.703912,0.512872
51940,0.703742,0.51293
51945,0.703827,0.51288
52062,0.703885,0.512891
52064,0.703799,0.512919
52068,0.703773,0.512936
52069,0.703799,0.512935
52087,0.703924,0.512845
52088,0.703851,0.512871
52089,0.703995,0.512834
52090,0.703914,0.512827
52091,0.703917,0.512838
52092,0.703674,0.512958
52093,0.703677,0.512966
52094,0.703928,0.512857
52095,0.70391,0.512858
52096,0.703954,0.512839
52128,0.70389,0.512837
52131,0.703809,0.512884
52132,0.70376,0.512914
52133,0.703755,0.512906
52396,0.703937,0.512902
52399,0.7043,0.512796
52400,0.704091,0.512862
52401,0.70416,0.512855
52404,0.70419,0.512832
52406,0.704139,0.51286
52408,0.704139,0.512852
52410,0.70409,0.512828
52415,0.703607,0.512973
52416,0.703816,0.512944
52420,0.703168,0.513064
52421,0.703183,0.513069
52422,0.703721,0.512937
52423,0.703697,0.512963
52426,0.703205,0.51305
52427,0.70308,0.51306
52428,0.703055,0.51307
52429,0.70319,0.51306
52430,0.70347,0.512939
52436,0.70307,0.513087
52439,0.703008,0.513072
52440,0.703055,0.513059
52442,0.70313,0.513016
52443,0.703243,0.513025
52447,0.702959,0.513077
52448,0.7032026,0.5130658
52456,0.703165,0.513049
52462,0.703156,0.513044
52479,0.703162,0.513055
52480,0.703176,0.513048
52483,0.703113,0.513012
52485,0.703092,0.513022
52490,0.703248,0.513019
52494,0.703165,0.513048
52555,0.703346,0.512986
52556,0.703137,0.513075
52557,0.703212,0.51304
52558,0.70326,0.513041
52559,0.703226,0.513037
52560,0.70329,0.513037
52561,0.703223,0.51304
52562,0.7032,0.513039
52563,0.703196,0.513041
52564,0.703257,0.51303
52565,0.703092,0.513056
52567,0.703183,0.513055
52568,0.703161,0.513074
52569,0.703325,0.512975
52570,0.703113,0.513056
52571,0.70312,0.513054
52573,0.703117,0.513026
52574,0.703066,0.51307
52575,0.703282,0.512995
52578,0.703306,0.512991
52579,0.703117,0.513058
52580,0.70306,0.513062
52581,0.703252,0.512999
52582,0.703355,0.512979
52583,0.703365,0.513061
52584,0.703145,0.51306
52585,0.703295,0.512982
52586,0.703709,0.512912
52587,0.703147,0.513036
52589,0.703792,0.512939
52590,0.703173,0.513031
52591,0.70377,0.512921
52593,0.703345,0.512964
52594,0.703322,0.512976
52596,0.703147,0.513055
52598,0.70296,0.513071
52599,0.703321,0.512992
52602,0.7032,0.513088
52605,0.703178,0.51309
52607,0.703217,0.513058
52609,0.703212,0.513004
52612,0.70315,0.513015
52615,0.703106,0.513033
52616,0.703118,0.51303
52617,0.703251,0.513014
52637,0.703086,0.513055
52642,0.703171,0.513024
52643,0.703116,0.513067
52644,0.703227,0.513047
52648,0.703027,0.513082
52649,0.703189,0.51302
52653,0.703059,0.513085
52654,0.703212,0.513013
52655,0.703242,0.513032
52656,0.703212,0.513059
52657,0.703208,0.513064
52658,0.703128,0.51302
52663,0.703026,0.513097
52664,0.70326,0.513041
52669,0.703152,0.513031
52675,0.703025,0.513048
52676,0.702973,0.513084
52679,0.703365,0.512988
52681,0.703259,0.513028
52684,0.703272,0.513077
52685,0.70341,0.513019
52686,0.70327,0.513087
52700,0.703047,0.513057
52701,0.703227,0.51303
52702,0.703281,0.513035
52703,0.703047,0.513066
52706,0.703245,0.513043
52707,0.703062,0.513057
52708,0.70333,0.513041
52711,0.703282,0.513038
52712,0.703177,0.513028
52713,0.703063,0.513065
52716,0.703047,0.513044
52720,0.703709,0.512868
52722,0.703708,0.51298
52723,0.703784,0.512881
52725,0.703742,0.512934
52726,0.703774,0.512913
52727,0.703736,0.512962
52728,0.703765,0.512934
52729,0.703643,0.512959
52732,0.703585,0.512956
52738,0.703676,0.512959
52747,0.703621,0.512978
52755,0.703642,0.512984
52762,0.703658,0.512971
52765,0.703637,0.512972
52767,0.703533,0.51294
52768,0.70384,0.512894
52770,0.703915,0.512897
52779,0.703618,0.51297
52783,0.703644,0.512966
52792,0.703636,0.512974
52796,0.70363,0.513
52799,0.70365,0.51297
52800,0.70364,0.51299
52803,0.70364,0.51299
52804,0.70368,0.51303
52805,0.70345,0.51302
52807,0.70351,0.51302
52809,0.703344,0.51302
52810,0.703609,0.512982
52812,0.703696,0.51296
52813,0.703708,0.512959
52814,0.703655,0.512967
52819,0.70373,0.512955
52822,0.703752583,0.5129485
52825,0.70383,0.512897
52830,0.703745,0.51297
52836,0.703771,0.512944
52844,0.70379,0.51296
52846,0.7037,0.51294
52848,0.70371,0.51296
52853,0.70373,0.51296
52854,0.70375,0.51295
52855,0.70369,0.51299
52856,0.70357,0.51298
52857,0.70368,0.51296
52858,0.70343,0.513
52859,0.702995,0.51307
52870,0.703693,0.512978
52871,0.703692,0.51297
52877,0.703312,0.513031
52881,0.703308429,0.513032286
52885,0.703718,0.512976
52889,0.703746,0.512937
52892,0.70365,0.512945
52893,0.70371,0.512961
52896,0.703656,0.512996
52897,0.703589,0.512988833
52902,0.7036,0.512985
52904,0.703654,0.512982
52911,0.703724,0.512974
52913,0.7036,0.51299
52915,0.703686,0.512978
52916,0.703725,0.512957
52918,0.703715714,0.512949143
52920,0.703216,0.513023
52921,0.703735,0.512959
53027,0.704235,0.51278
53028,0.704241,0.512745
53030,0.704336,0.512735
53031,0.7042985,0.512723
53034,0.704241,0.512745
53038,0.704189,0.512824
53039,0.704243,0.512767
53041,0.704187,0.512751
53042,0.70436,0.512709
53044,0.704068,0.512811
53046,0.704132,0.512778
53047,0.704223,0.512768
53049,0.704593,0.512633
53053,0.70322,0.513062
53055,0.703716,0.512922
53056,0.70371,0.512926
53060,0.703586,0.512958
53061,0.703587,0.512944
53062,0.703589,0.512944
53063,0.70358,0.51297
53064,0.70358,0.512958
53065,0.703581,0.51292
53066,0.703538,0.512946
53173,0.70358,0.512961
53192,0.70344,0.512938
53206,0.70363,0.512934
53208,0.70368,0.51288
53226,0.70356,0.512934
53227,0.70353,0.512966
53229,0.70353,0.512984667
53231,0.70361,0.512954667
53232,0.70356,0.512947
53263,0.70358,0.512947833
53264,0.70355,0.51295
53269,0.703769,0.512907
53271,0.703689,0.512929
53272,0.703699,0.512945
53273,0.703687,0.512939
53274,0.703689,0.512925
53278,0.703682,0.512932
53279,0.703696,0.512938
53281,0.703569,0.512991
53284,0.703586,0.513001
53285,0.703776,0.512911
53287,0.70361,0.512984
53291,0.703593,0.512981
53292,0.703657,0.512933
53297,0.703764,0.512971
53302,0.703675333,0.512927667
53304,0.7037295,0.512925333
53309,0.703686,0.512942
53313,0.703674,0.512929
53319,0.703565,0.512985
53320,0.703557,0.512983
53321,0.703584,0.51299
53322,0.703589,0.512987
53323,0.703585,0.512996
53333,0.703555,0.512992
53335,0.703565,0.512987
53336,0.703557,0.512996
53337,0.703671,0.512898
53338,0.703643,0.512893
53339,0.703735,0.512945
53340,0.703819,0.512939
53341,0.70374,0.512923
53348,0.70373,0.512946
53349,0.703572,0.512987
53367,0.70334,0.51302
53401,0.70336,0.51303
53402,0.70318,0.51304
53403,0.70338,0.51305
53404,0.70333,0.51309
53405,0.70318,0.51299
53406,0.70321,0.51302
53407,0.7034,0.51304
53408,0.70338,0.51301
53409,0.70335,0.51304
53410,0.70336,0.51304
53411,0.70333,0.51308
53412,0.70346,0.51302
53413,0.70347,0.51305
53414,0.70344,0.513
53415,0.70334,0.51302
53416,0.70334,0.51305
53417,0.70328,0.51301
53418,0.7033,0.51307
53420,0.70353,0.51301
53428,0.70314,0.5131
53443,0.703202,0.513065
53444,0.703204,0.513044
53445,0.703291,0.513019
53446,0.703324,0.513026
53455,0.70321,0.51309
53456,0.70306,0.51313
53457,0.70322,0.51311
53458,0.70322,0.5131
53459,0.70318,0.5131
53460,0.70311,0.51308
53461,0.70314,0.5131
53463,0.70323,0.51305
53470,0.70373,0.51298
53471,0.70364,0.51295
53472,0.70372,0.51296
53473,0.70385,0.51299
53474,0.70365,0.51291
53475,0.70387,0.51293
53477,0.70385,0.51295
53478,0.70379,0.51292
53479,0.70372,0.51294
53480,0.70371,0.51297
53481,0.70371,0.51293
53482,0.70382,0.51292
53483,0.70381,0.51292
53484,0.70384,0.51291
53485,0.70384,0.51292
53486,0.70379,0.51295
53488,0.70387,0.51291
53585,0.703289,0.513023
53606,0.703669,0.512998
53608,0.70349,0.513043
53609,0.703549,0.513019
53615,0.703457,0.513009
53618,0.703605,0.512996
53620,0.70365,0.513008
53624,0.703631,0.513004
53627,0.703567,0.513023
53631,0.703494,0.512988
53684,0.703501,0.513023
53686,0.703499,0.513016
53687,0.703497429,0.51301
53689,0.703581143,0.512976429
53692,0.703498,0.513019
53693,0.703558,0.512997
53703,0.703521,0.513006
53706,0.703572,0.513021
53715,0.703542,0.513039
53716,0.703527,0.513015
53717,0.703524,0.513029
53719,0.703548,0.513017
53726,0.703456,0.513019
53729,0.703437,0.513022
53730,0.703472,0.513003
53731,0.703393,0.513018
53735,0.703498,0.513012
53762,0.703346,0.513021
53821,0.703553,0.513008
53822,0.703494,0.512991
53823,0.70353,0.512984
53824,0.70375,0.512888
53825,0.703746,0.51291
53826,0.703503,0.513012
53834,0.703638,0.512992
53835,0.703637714,0.513001
53839,0.703635,0.512998
53841,0.703622,0.513005
53842,0.703662,0.512985
53846,0.703662,0.513
53847,0.703631,0.512984
53854,0.703720125,0.512958
53870,0.703697,0.512966833
53873,0.703733,0.512949
53876,0.703592167,0.512996
53880,0.703969286,0.512867
53887,0.703815125,0.512933
53890,0.703666,0.5130066
53939,0.703529,0.512979
53942,0.703487,0.513012
53943,0.703512,0.513004
53945,0.703504,0.512998
53946,0.703558,0.512973
53947,0.703567,0.513042
53948,0.703648,0.512989
53951,0.703542,0.513023
53952,0.703535,0.513051
53954,0.703388,0.513042
54001,0.703453,0.513047
54025,0.703444,0.513057
54028,0.703348,0.513054
54030,0.703338,0.513026
54031,0.703313,0.513065
54033,0.703382,0.513006
54035,0.703358,0.512957
54036,0.703373,0.513062
54039,0.70334,0.513087
54044,0.703474,0.513042
54046,0.703357,0.513067
54048,0.703449,0.513063
54049,0.703343,0.513046
54054,0.703299,0.512982
54055,0.703464,0.513034
54058,0.703466,0.513069
54060,0.703523,0.513059
54063,0.703458,0.513056
54064,0.703501,0.513054
54066,0.703354,0.513034
54068,0.7034,0.512957
54079,0.703642,0.512986
54084,0.703563,0.512978
54086,0.703547,0.512999
54089,0.703628,0.512964
54092,0.703623,0.512954
54095,0.703468,0.513037
54096,0.70347,0.513023
54097,0.703631,0.512999
54152,0.703378,0.513075
54154,0.703451,0.513075
54156,0.703426,0.513067
54159,0.703467,0.51307
54164,0.70356175,0.513041
54166,0.70357825,0.513002
54170,0.703634,0.512965
54171,0.703707,0.512916
54172,0.703603,0.512963
54173,0.703513,0.51299
54174,0.703537,0.512986
54175,0.70355,0.512975
54176,0.703512,0.513003
54177,0.703582,0.512982
54178,0.703527,0.512987
54179,0.703487,0.512986
54180,0.703596,0.512954
54181,0.703576,0.512937
54350,0.70453,0.512673
54352,0.704335,0.512728333
54356,0.7038,0.51288
54390,0.703932,0.512771
54391,0.703777,0.512868
54392,0.703766,0.512922
54393,0.703667,0.512899
54394,0.703889,0.512828
54395,0.704083,0.512741
54396,0.70396,0.512793
54397,0.703962,0.512797
54398,0.703925,0.512787
54399,0.70393,0.512771
54400,0.704137,0.512718
54401,0.704075,0.51274
54402,0.703995,0.51278
54403,0.703967,0.512788
54404,0.703892,0.512826
54405,0.703768,0.512882
54406,0.704091,0.512729
54407,0.704031,0.512744
54538,0.703782,0.51288
54541,0.703755,0.51294
54553,0.703916,0.51289
54555,0.703257,0.51303
54557,0.703934,0.51284
54562,0.703827,0.51286
54566,0.703867,0.51296
54567,0.703478,0.51303
54569,0.703539,0.51303
54570,0.703514,0.51304
54573,0.703666,0.51292
54575,0.70324,0.51303
54577,0.703285,0.51299
54580,0.703378,0.51301
54582,0.703702,0.51294
54585,0.703651,0.51295
54617,0.703743,0.512962
54618,0.703706,0.512946
54619,0.703726,0.512944
54620,0.703707,0.512961
54631,0.703558,0.513059
54633,0.703564,0.513053
54643,0.7038,0.512852
54650,0.703518,0.513042
54654,0.703562,0.512936
54656,0.703721,0.512981
54766,0.70369,0.512982
54770,0.70358,0.512975
54772,0.70361,0.512961
54789,0.70368,0.512938
54861,0.703759,0.512955
54871,0.703648,0.512967
54877,0.703651,0.512966
54878,0.70365,0.512969
54879,0.703753,0.512952
54883,0.703773,0.512945
54885,0.703768,0.512935
54886,0.70376,0.512953
54888,0.703883,0.512912
54889,0.703854,0.512907
54896,0.703105,0.513085
54902,0.703102,0.513077
54905,0.703218,0.51308
54907,0.703198,0.513079
54928,0.703035,0.513112
54936,0.703162,0.513047
54937,0.703146,0.513079
54939,0.703202,0.513047
54940,0.703188,0.513045
54941,0.703085,0.513065
54943,0.703113,0.513093
54949,0.70291,0.513078
54954,0.702915,0.513096
54959,0.702999,0.51309
54964,0.702853,0.513101
54970,0.70294,0.513093
55068,0.703195,0.512995
55069,0.703247,0.513001
55072,0.703232,0.513025
55074,0.703249,0.513014
55075,0.703259,0.513002
55076,0.703246,0.513015
55080,0.703288,0.513011
55081,0.703255,0.513016
55082,0.70332,0.513011
55084,0.703208,0.513053
55085,0.703204,0.51302
55086,0.703204,0.513007
55089,0.703331,0.513012
55090,0.703299,0.513011
55091,0.703333,0.513005
55092,0.703145,0.512973
55095,0.70328,0.51304
55096,0.703192,0.512986
55099,0.703219,0.513019
55100,0.703244,0.513003
55363,0.70541,0.512597
55364,0.70555,0.512582
55387,0.70483,0.512793
55390,0.70504,0.512648
55393,0.70735,0.512532
55394,0.707357,0.512529
55395,0.704101,0.51285
55396,0.704182,0.512833
55397,0.704095,0.512832
55398,0.704113,0.512833
55399,0.707336,0.512529
55400,0.703992,0.512847
55401,0.707315,0.512524
55434,0.70488,0.512922
55440,0.70494,0.512906
55442,0.70526,0.512899
55447,0.70418,0.512957
55452,0.7047,0.512904
55454,0.70588,0.512846
55456,0.70602,0.512781
55458,0.70592,0.512841
55459,0.70532,0.512852
55460,0.7047,0.512873
55462,0.70513,0.512781
55463,0.70478,0.512867
55465,0.70448,0.512954
55466,0.70482,0.512914
55469,0.70616,0.512792
55470,0.70481,0.512928
55480,0.703264,0.51298
55481,0.703537,0.512988
55483,0.703193,0.513005
55484,0.703194,0.512993
55494,0.70442,0.51286
55505,0.70476,0.51284
55506,0.70441,0.51288
55507,0.70434,0.51291
55508,0.70394,0.51294
55510,0.70465,0.5128
55512,0.70385,0.512939
55514,0.70347,0.513013
55515,0.70355,0.512977
55602,0.704123,0.512947
55605,0.703721,0.512966
55606,0.705308,0.512821
55607,0.704725,0.512908
55608,0.703765,0.51302
55609,0.703801,0.513001
55610,0.703757,0.513
55615,0.702832,0.512883
55616,0.702822,0.512811
55617,0.702796,0.512854
55618,0.702856,0.512841
55619,0.702873,0.512827
55620,0.702825,0.512851
55622,0.703084,0.51284
55623,0.703026,0.512858
55624,0.703204,0.512849
55625,0.702907,0.512808
55626,0.702907,0.5128
55631,0.703426,0.512841
55633,0.703742,0.51287
55634,0.703386,0.512865
55635,0.703339,0.512903
55640,0.703738,0.512878
55657,0.703495,0.512917
55658,0.703267,0.512955
55659,0.704419,0.512958
55660,0.703396,0.512979
55661,0.703448,0.512936
55736,0.704175,0.512999
55740,0.70432,0.512992
55743,0.704367,0.512948
55785,0.703944,0.512823
55786,0.705522,0.512922
55787,0.706234,0.512887
55788,0.705992,0.512903
55792,0.703631,0.512872
55793,0.707659,0.512462
55794,0.705678,0.512723
55835,0.705732,0.512789
55837,0.704611,0.512786
55838,0.704958,0.512675
55906,0.704241,0.512993
55907,0.704299,0.512953
55909,0.704322,0.512909
55911,0.704152,0.51296
55913,0.704166,0.512979
55953,0.705338,0.512954
55960,0.704292,0.51279
55971,0.703672,0.512915
55972,0.703619,0.512901
55973,0.703701,0.512914
55974,0.703657,0.512945
55975,0.703714,0.512893
55976,0.70374,0.512925
55977,0.703651,0.512927
55978,0.703807,0.512918
55979,0.703697,0.512926
55980,0.703679,0.512927
