,pb206_pb204,pb207_pb204
101533,19.03,15.572
101534,18.291,15.529
101535,17.974,15.579
101565,19.154,15.573
101566,19.181,15.565
101567,19.138,15.563
101568,19.198,15.583
101569,19.056,15.567
101570,18.287,15.572
101571,18.822,15.552
101572,18.775,15.558
101573,18.154,15.589
101574,18.443,15.59
101575,18.428,15.57
101576,18.893,15.557
101577,18.758,15.572
101578,18.974,15.594
101579,18.439,15.536
101581,18.401,15.567
101583,18.342,15.59
101584,17.966,15.555
101585,18.398,15.542
101586,18.285,15.513
101587,18.229,15.5
101589,18.287,15.514
101590,18.279,15.514
101593,18.501,15.58
101594,17.971,15.536
101595,18.428,15.553
101596,18.089,15.564
101598,18.411,15.563
101599,19.097,15.568
101600,19.201,15.564
101778,18.65,15.56
101779,27.07,17.3
101780,24.84,16.9
101781,18.41,15.63
101782,18.48,15.64
101783,22.53,16.49
101784,17.48,15.45
101785,21.69,16.32
101787,18.63,15.63
101788,18.1,15.54
101790,18.09,15.56
101791,18.08,15.49
101846,17.37,15.37
101847,15.9,15.19
101848,18.1,15.42
101849,16.42,15.2
101850,20.54,16.36
101851,18.07,15.33
101852,17.02,15.3
240415,18.291,15.504
240622,18.413,15.576
240626,18.148,15.583
240631,18.518,15.561
240632,18.93,15.602
240633,18.727,15.603
240634,18.663,15.535
240635,18.798,15.578
240636,18.66,15.575
240637,18.505,15.56
240638,18.135,15.578
240639,18.756,15.567
240640,18.715,15.617
240641,18.378,15.603
240642,18.731,15.603
240643,18.715,15.594
240644,18.509,15.546
240645,18.765,15.617
240819,18.1155,15.4935
240820,18.595,15.616
240821,18.617,15.623
240822,18.254,15.611
240855,18.108,15.506
240856,18.104,15.503
240857,18.084,15.504
240858,18.084,15.504
240859,18.143,15.511
240860,18.169,15.505
240861,18.207,15.504
240862,18.19,15.504
240863,18.184,15.512
240864,18.214,15.502
240865,18.173,15.506
240894,18.591,15.54
240901,18.464,15.513
240902,18.406,15.548
240903,18.504,15.551
240904,18.5,15.554
240905,18.487,15.539
240906,18.503,15.542
240951,182.763,154.857
240952,182.752,154.84
240953,182.717,154.825
241207,18.543,15.551
241209,18.572,15.54
241210,18.554,15.503
241212,19.24,15.57
241213,18.481,15.536
241217,19.007,15.578
241218,18.995,15.551
241822,18.639,15.668
241823,18.581,15.614
241824,18.594,15.598
241825,18.543,15.586
241826,18.665,15.574
241827,18.56,15.518
241828,18.601,15.49
241829,18.554,15.586
242014,18.072,15.483
242016,17.869,15.45
242017,17.871,15.475
242018,17.838,15.463
242019,17.832,15.463
242020,18.047,15.475
242021,18.198,15.548
242022,18.091,15.517
242026,17.885,15.473
242027,17.869,15.497
242029,17.904,15.476
242032,18.083,15.474
242033,17.999,15.477
242036,18.025,15.496
242037,18.093,15.507
242038,18.255,15.53
242039,18.163,15.512
242040,18.039,15.487
242041,18.007,15.482
242677,18.762,15.595
242678,18.658,15.585
242679,18.963,15.592
242680,18.709,15.601
242681,18.849,15.589
242682,18.761,15.598
242684,18.741,15.609
242685,18.802,15.595
242686,18.802,15.593
242687,18.761,15.602
242691,18.9291,15.5999
242695,18.8926,15.5744
242697,18.9837,15.5913
242702,18.887,15.596
242703,18.737,15.599
242704,18.731,15.604
242705,18.69410676,15.58585315
242707,18.77164693,15.57752306
242708,18.71797684,15.58886274
242709,18.7096205,15.59278746
242716,18.744,15.602
242717,18.77,15.608
242719,18.728,15.598
242723,18.7137612,15.58359233
242724,18.77558662,15.59692432
242726,18.71361418,15.57944271
242728,18.7517,15.5488
242729,18.9251,15.5728
242730,18.8891,15.5691
242733,18.9053,15.5793
242738,18.77462806,15.60419934
242739,18.71596025,15.5828595
242748,18.69982663,15.58292223
242754,18.7563,15.6109
242755,18.5783,15.5809
242757,18.67721061,15.58346054
242758,18.69,15.6
242771,18.76,15.6
242772,18.69,15.6
242774,18.7006,15.5961
242779,18.63994021,15.55899333
242793,18.6063,15.564
242794,18.73,15.59
242796,18.67,15.5879
242797,18.6451,15.557
242798,18.68,15.5944
242799,18.6996,15.5776
242812,18.6938,15.575
242813,18.61738636,15.56401259
242818,18.6967,15.5966
242891,18.7153,15.5872
242893,18.65,15.59
242897,18.696,15.604
242898,18.68,15.59
242899,18.575,15.558
242902,18.7065,15.6198
242903,18.761,15.611
242907,18.683,15.6
242908,18.7,15.6
242915,18.65,15.58
242939,18.791,15.607
242940,18.7332,15.6054
242941,18.9711,15.611
242942,19.0152,15.6019
242943,18.9011,15.5871
242944,19.029,15.5942
242945,18.6931,15.589
242947,19.0338,15.6115
242948,18.6931,15.589
242949,18.7274,15.5922
242957,19.0152,15.6019
243032,18.9011,15.5871
243044,18.67,15.59
243055,18.741,15.607
243056,18.382,15.599
243062,18.866,15.593
243067,18.84,15.63
243069,18.714,15.595
243071,18.76,15.61
243075,18.849,15.598
243111,18.9711,15.611
243112,19.029,15.5942
243445,18.25700318,15.57062889
243446,18.25319096,15.54854874
243447,18.24421524,15.56116609
243448,18.16545039,15.56423639
243449,18.25520159,15.56196886
243451,18.28931061,15.5692555
243453,18.22237679,15.56913209
243454,18.39627486,15.58344609
243455,18.26613396,15.57297162
243456,18.21245433,15.56669425
243473,19.3935,15.6043
243474,19.1699,15.5742
243476,19.0934,15.5574
244187,18.474,15.561
244441,18.2383,15.5185
244500,18.413,15.5524
244531,18.4101,15.5467
244536,18.4049,15.5394
244540,18.4217,15.5539
244542,18.4221,15.554
244546,18.4103,15.5452
244549,18.407,15.542
244552,18.4222,15.554
244558,18.4171,15.5528
244559,18.3765,15.4771
244560,18.4102,15.4815
244561,18.2917,15.4873
244562,18.2647,15.4811
244563,18.4013,15.5091
244564,18.3844,15.5123
244565,18.2587,15.4794
244566,18.4904,15.5312
244567,18.5284,15.5472
244568,18.422,15.4971
244569,18.4127,15.4841
244570,18.217,15.4928
244571,18.1675,15.464
244572,18.3173,15.4819
244573,18.3833,15.4934
244575,17.951,15.5275
244576,18.6449,15.52
244577,18.334,15.4794
244578,18.3435,15.4735
244579,18.3587,15.5055
244580,18.256,15.5131
244581,18.2522,15.5112
244582,18.113,15.4625
244583,18.1378,15.4826
244585,18.2208,15.4593
244586,17.945,15.5151
244587,18.6549,15.5228
244588,18.3399,15.4743
244589,18.2363,15.4696
244590,18.4197,15.5116
244591,18.4848,15.5122
244593,18.51,15.5166
244594,18.5609,15.5545
244595,18.5185,15.5395
244596,18.5224,15.5379
244597,18.6248,15.5122
244598,18.3817,15.5382
244599,18.3615,15.4925
244600,18.7615,15.5264
244601,18.4858,15.5204
244602,18.5337,15.548
244603,18.5498,15.5227
244604,18.6547,15.5174
244605,18.7035,15.5303
244606,18.1126,15.4833
244608,18.617,15.5047
245404,18.6315,15.5749
245405,18.6298,15.5759
245406,18.6237,15.5733
245407,18.6133,15.5688
245408,18.6227,15.5736
245428,19.3156,15.5868
245564,18.316,15.506
245568,18.478,15.536
245569,18.446,15.528
245574,18.443,15.526
245578,18.339,15.519
245585,18.413,15.524
245586,18.338,15.524
245594,18.246,15.504
245599,18.254,15.492
245601,18.337,15.511
245610,18.152,15.468
245611,18.351,15.51
245612,18.453,15.538
245616,18.401,15.521
245617,18.253,15.493
245620,18.29,15.51
245654,18.62708304,15.57764925
245655,18.74919425,15.60147336
245656,18.75761538,15.59365073
245657,18.72725828,15.57873113
245658,18.78280264,15.57930812
245659,18.74759046,15.57911442
245660,18.75432876,15.58139564
245662,18.80966561,15.61052867
245663,18.77128077,15.59551454
245665,18.83091089,15.60699767
245666,18.88091531,15.59079647
246140,18.4218,15.5278
246141,18.4175,15.5224
246142,18.2405,15.5196
246143,18.4215,15.5247
246144,18.4017,15.5462
246145,18.3588,15.5395
246146,18.3992,15.5267
246147,18.1981,15.5068
246148,18.385,15.5389
247719,18.639,15.612
248582,18.668,15.581
248583,18.685,15.583
248584,18.573,15.582
249280,20.081,15.763
249281,18.867,15.595
249282,18.746,15.579
249283,18.822,15.589
249284,18.828,15.591
249753,18.73727327,15.55386408
249754,18.71001655,15.54134376
249756,18.74050331,15.55349906
249766,18.4816,15.4993
249772,18.84318937,15.57720679
249773,18.73209714,15.54476514
249774,18.748,15.552
249777,18.5626,15.5165
249783,18.5583,15.511
249789,18.5668,15.5203
249802,18.4771,15.4983
249803,18.5199,15.5056
249805,18.91960317,15.58603463
249806,18.5662,15.5177
251266,18.799,15.623
251339,20.122,15.724
251340,18.35,15.582
251346,18.089,16.398
251349,18.684,15.585
251350,18.291,15.539
251351,18.455,15.527
251352,18.286,15.563
251353,18.29,15.588
251354,18.306,15.557
251367,21.2087,15.7762
251368,21.4051,15.7784
251369,21.4812,15.6503
251391,18.197,15.535
251392,17.925,15.494
251393,17.969,15.508
251395,18.062,15.511
251396,18.149,15.494
251553,17.203,15.44
251554,18.256,15.543
251555,18.351,15.597
251556,17.809,15.523
251557,17.38,15.535
251600,17.735,15.712
251634,20.41164418,15.75610038
251635,20.77249364,15.77394802
251636,19.6712547,15.61399596
251637,20.08709767,15.717958
251638,20.12175409,15.71931709
251639,20.10051801,15.71601068
251640,19.86493554,15.6336874
251641,20.24670927,15.72285151
251642,20.10753474,15.71531474
251643,19.9595051,15.70821155
251644,19.85295893,15.69026156
251649,19.214,15.718
251651,19.25,15.74
251652,19.066,15.712
251653,19.247,15.74
251654,19.3015327,15.74093186
251655,19.32440249,15.7455911
251656,19.23595171,15.74367777
251657,19.2516524,15.75200443
251659,19.30131758,15.72161937
251660,19.245,15.733
251661,19.319,15.76
251662,19.315,15.729
251663,19.314,15.752
251684,19.463,15.634
251699,17.919,15.487
251700,17.992,15.506
251701,17.935,15.513
251711,18.0223,15.4963
251713,18.587,15.581
251915,17.935,15.513
251916,17.919,15.487
251918,17.992,15.505
251919,18.906,15.621
251920,18.926,15.662
251921,18.982,15.696
251922,18.9,15.651
251923,18.917,15.632
251924,18.717,15.641
251925,18.486,15.571
251926,18.557,15.576
251927,18.597,15.621
251928,19.381,15.755
251929,18.513,15.606
251930,18.651,15.597
251931,18.626,15.631
251932,18.558,15.612
251933,18.648,15.617
251934,18.553,15.579
251935,18.492,15.582
251936,18.459,15.581
251937,18.467,15.585
251938,18.541,15.61
251939,18.552,15.571
251940,18.471,15.56
251941,18.484,15.553
251942,18.453,15.548
251943,18.565,15.601
251944,18.57,15.576
251945,18.513,15.59
251946,18.496,15.64
251947,18.457,15.607
251948,18.762,15.623
251949,18.434,15.614
251950,18.421,15.607
251951,18.483,15.602
251952,18.438,15.609
251953,19.069,15.621
251954,18.985,15.649
251955,18.798,15.617
251956,18.444,15.616
251957,18.578,15.614
251958,18.498,15.614
251959,18.495,15.604
251960,18.856,15.647
251961,18.634,15.621
251962,19.09,15.635
251963,19.09,15.635
251964,19.098,15.6
251965,19.099,15.606
251966,19.072,15.611
251967,18.921,15.607
251968,18.953,15.616
251969,18.974,15.629
251970,18.913,15.622
251971,19.123,15.617
251972,18.9,15.63
251973,19.073,15.618
251974,18.921,15.595
251975,18.921,15.596
251976,18.934,15.605
251977,18.893,15.606
251978,18.985,15.644
251979,18.993,15.668
251980,18.956,15.613
251981,18.918,15.632
251982,18.983,15.633
251983,19.028,15.688
251984,18.925,15.646
251985,18.796,15.583
251986,18.872,15.602
251987,18.792,15.581
251988,18.963,15.631
251989,18.951,15.637
251990,18.816,15.644
251991,18.958,15.597
251992,18.936,15.618
251993,18.924,15.643
251994,18.985,15.703
251995,18.933,15.602
251996,18.663,15.634
251997,18.886,15.621
251998,18.932,15.641
251999,18.954,15.636
252000,18.942,15.642
252001,18.962,15.643
252002,18.939,15.639
252003,18.889,15.587
252004,18.868,15.596
252005,18.906,15.604
252006,18.912,15.587
252007,18.933,15.609
252008,19.017,15.593
252009,18.957,15.575
252010,18.999,15.577
252011,18.945,15.589
252012,18.933,15.582
252013,18.957,15.575
252014,19.018,15.589
252015,18.884,15.596
252016,18.927,15.596
252017,18.934,15.597
252018,18.94,15.607
252019,18.951,15.612
252020,18.955,15.621
252021,18.94,15.606
252022,19.057,15.654
252023,18.933,15.624
252024,19.026,15.626
252025,18.953,15.602
252026,18.977,15.632
252027,18.911,15.626
252028,18.938,15.639
252029,18.927,15.638
252030,18.897,15.624
252031,18.953,15.646
252032,18.916,15.634
252033,18.979,15.617
252034,18.933,15.625
252035,18.92,15.641
252036,18.88,15.612
252037,18.901,15.633
252038,18.889,15.604
252039,18.912,15.61
252040,18.848,15.594
252041,18.837,15.575
252042,18.854,15.59
252043,18.794,15.594
252044,18.813,15.605
252045,18.803,15.593
252046,18.789,15.589
252047,18.804,15.595
252048,18.821,15.615
252049,18.837,15.586
252050,18.905,15.585
252051,18.874,15.592
252052,18.809,15.583
252053,18.804,15.595
252054,18.494,15.581
252055,18.584,15.607
252056,18.626,15.599
252057,18.579,15.6
252058,18.636,15.611
252059,18.65,15.608
252060,18.654,15.61
252061,18.482,15.596
252062,18.601,15.593
252063,18.606,15.585
252064,18.666,15.61
252065,18.67,15.614
252066,18.671,15.616
252067,18.581,15.596
252068,18.485,15.57
252069,18.53,15.581
252070,18.563,15.583
252071,18.435,15.569
252072,18.593,15.592
252073,18.547,15.59
252074,18.582,15.586
252075,19.024,15.579
252076,19.059,15.6
252077,19.065,15.589
252078,19.027,15.594
252079,19.021,15.579
252080,19.038,15.598
252081,19.028,15.572
252082,19.137,15.598
252083,19.023,15.577
252084,19.025,15.578
252085,19.072,15.618
252086,19.023,15.583
252087,18.981,15.65
252088,18.968,15.639
252089,18.932,15.602
252090,18.923,15.617
252091,18.955,15.654
252092,18.937,15.617
252093,19.015,15.655
252094,18.965,15.648
252095,18.932,15.641
252096,18.922,15.649
252097,19.168,15.663
252098,19.158,15.643
252099,19.17,15.659
252100,18.871,15.631
252101,18.939,15.636
252102,18.79,15.596
252103,18.82,15.66
252104,19.02,15.67
252105,18.96,15.65
252106,18.75,15.67
252107,19.1,15.67
252108,18.87,15.66
252109,18.95,15.67
252110,18.89,15.69
252111,18.87,15.67
252112,18.86,15.68
252113,18.84,15.67
252114,18.91,15.67
252115,19.01,15.66
252116,18.68,15.61
252117,18.63832161,15.61661491
252118,18.64929692,15.61649923
252119,18.63749214,15.6154855
252120,18.58128626,15.61112589
252121,18.60279219,15.60567975
252122,18.60195176,15.60237044
252123,18.60571817,15.60512021
252124,18.57065585,15.60490794
252125,18.60743547,15.60995429
252126,18.59222834,15.60751148
252127,18.60421823,15.60306748
252128,18.60934506,15.60969428
252129,18.61230988,15.61201497
252130,18.61347816,15.61113622
252131,18.62050687,15.61171454
252132,18.64436252,15.61370861
252133,18.57624265,15.60770512
252134,18.58599961,15.60836504
252135,18.58681154,15.6073472
252136,18.59809636,15.6073226
252137,18.5866335,15.60921713
252138,18.56873708,15.60661873
252139,18.63056482,15.60778128
252140,18.687016,15.62131597
252141,18.62412162,15.61215107
252142,18.62513858,15.61178575
252143,18.58866128,15.61096837
252144,18.56262277,15.59618444
252145,18.60660596,15.59998182
252146,18.46620749,15.58774259
252147,18.51712348,15.58816493
252148,18.59075949,15.60387308
252149,18.54053839,15.59550194
252150,18.51355466,15.58998533
252151,18.51906278,15.59028415
252152,18.49540724,15.59108257
252153,18.45889533,15.58360201
252154,18.47372175,15.59729078
252155,18.37549841,15.5747872
252156,18.296567,15.5633599
252157,18.32635889,15.57027171
252158,18.33257752,15.56645838
252159,18.41519968,15.58331485
252160,18.52776698,15.58191477
252161,18.52990046,15.5929243
252162,18.56558721,15.60444384
252163,18.5455147,15.60234476
252164,18.57905361,15.6037759
252165,18.41130483,15.57771331
252166,18.38926271,15.58043812
252167,18.39590057,15.58138183
252168,18.45681583,15.58694384
252169,18.38111151,15.57855496
252170,18.36202298,15.57229306
252171,18.938,15.601
252172,18.751,15.649
252173,18.712,15.602
252174,18.576,15.564
252175,19.03,15.62
252176,19.05,15.63
252177,19.02,15.62
252178,18.5344,15.598
252179,18.5427,15.5997
252180,18.516,15.5869
252181,18.5688,15.6004
252182,18.4951,15.5907
252183,18.4426,15.5748
252184,18.4791,15.5907
252185,18.5508,15.636
252186,18.3922,15.5923
252187,18.4645,15.6258
252188,18.3198,15.5898
252189,18.3046,15.579
252190,18.6061,15.6083
252191,18.6062,15.6087
252192,18.575,15.6051
252193,18.5779,15.6057
252194,18.5786,15.6053
252195,18.5789,15.6051
252196,18.5795,15.6058
252197,18.5908,15.6091
252198,18.5897,15.6074
252199,18.5882,15.6077
252200,18.6145,15.6094
252201,18.5896,15.6078
252202,18.5662,15.6033
252203,18.5873,15.6028
252204,18.5913,15.6084
252205,18.5908,15.6079
252206,18.5836,15.6072
252207,18.5786,15.6043
252208,18.5461,15.5958
252209,18.6107,15.6112
252210,18.6148,15.6147
252211,18.4935,15.5786
252212,18.5973,15.6074
252213,18.6123,15.6094
252214,18.6118,15.6073
252215,18.7025,15.6109
252216,18.8143,15.6603
252217,18.7172,15.633
252218,18.7908,15.6079
252219,18.7538,15.6151
252220,18.7858,15.6541
252221,18.7803,15.6299
252222,18.8019,15.6465
252223,18.5963,15.6239
252224,18.5805,15.6117
252225,18.5822,15.6054
252226,18.6298,15.6275
252227,18.6725,15.6208
252228,18.6923,15.6357
252229,18.6978,15.64
252230,18.6707,15.6262
252231,18.6504,15.618
252232,18.6723,15.6276
252233,18.683,15.6255
252234,18.6244,15.6154
252235,18.6295,15.6205
252236,18.6539,15.6133
252237,19.11615993,15.62560673
252238,19.10197958,15.61925911
252239,19.12667534,15.62164197
252240,19.11397718,15.62570084
252241,19.12091573,15.62327994
252242,19.10361389,15.62572887
252243,19.10383307,15.62431718
252244,19.1120036,15.62103724
252245,19.12667934,15.62390569
252246,19.07203563,15.62289648
252247,19.07085368,15.62312475
252248,19.05819656,15.61194734
252249,19.06633507,15.62012315
252250,19.08607286,15.6324129
252251,19.06495396,15.62439628
252252,19.0482466,15.61873148
252253,19.05150921,15.60789748
252254,18.94565853,15.61610032
252255,18.96556545,15.63093913
252256,18.97532326,15.6249149
252257,18.96850781,15.62088406
252258,18.96711169,15.62056368
252259,18.9621217,15.61815579
252260,18.95358086,15.61115338
252261,18.97018114,15.62226572
252262,18.96641013,15.62070485
252263,18.89350681,15.58015318
252264,18.97770316,15.62028234
252265,19.01794936,15.6110002
252266,19.01622698,15.60743292
252267,18.89120797,15.60665499
252268,18.90859187,15.61853825
252269,18.91658927,15.61884461
252270,18.9069986,15.59780837
252271,18.88602882,15.60423108
252272,18.89894816,15.61036944
252273,18.90933547,15.58443933
252274,18.93573459,15.62227873
252275,18.569,15.613
252276,18.561,15.607
252277,18.549,15.591
252278,18.557,15.602
252279,18.567,15.605
252280,18.594,15.615
252281,18.553,15.603
252282,18.56,15.596
252283,18.528,15.61
252284,18.567,15.626
252285,18.594,15.629
252286,18.5765,15.6041
252287,18.5605,15.5935
252288,18.597,15.6038
252289,18.5395,15.5874
252290,18.5852,15.5941
252291,18.5136,15.5958
252292,18.5787,15.608
252293,18.5919,15.6109
252294,18.507,15.601
252295,18.5413,15.6
252296,18.5476,15.5989
252297,18.56,15.6043
252298,18.5624,15.5988
252299,18.508,15.585
252300,18.4843,15.6023
252301,18.915,15.603
252302,18.835,15.599
252303,19.002,15.634
252304,18.972,15.607
252305,18.932,15.617
252306,18.674,15.535
252307,18.757,15.542
252308,18.806,15.547
252309,18.778,15.547
252310,18.771,15.543
252311,18.861,15.554
252312,18.837,15.548
252313,19.359,15.588
252314,19.379,15.599
252315,19.428,15.591
252316,19.395,15.603
252317,19.456,15.592
252318,19.525,15.597
252319,19.504,15.59
252320,19.5,15.592
252321,19.446,15.585
252322,19.41,15.599
252323,18.947,15.536
252324,18.8515,15.5645
252325,18.7949,15.551
252326,18.8286,15.5518
252327,18.8356,15.5529
252328,18.8375,15.5587
252329,18.9449,15.5872
252330,18.9599,15.5926
252331,18.9482,15.5928
252332,18.7594,15.5413
252333,18.9855,15.5856
252334,18.9408,15.5882
252335,18.9736,15.5986
252336,18.961,15.5932
252337,18.9549,15.5951
252338,18.9578,15.5961
252339,18.9593,15.5948
252340,18.9406,15.5905
252341,18.943,15.5883
252342,18.9582,15.5932
252343,18.9553,15.5948
252344,18.963,15.5952
252345,18.8963,15.5812
252346,18.9238,15.588
252347,18.9618,15.5979
252348,18.9165,15.5854
252349,18.9035,15.584
252350,18.9439,15.5855
252351,18.938,15.5904
252352,18.9656,15.5957
252353,18.9602,15.5942
252354,18.9626,15.5963
252355,18.9802,15.6024
252356,18.9521,15.5942
252357,18.9254,15.5907
252358,18.9618,15.5962
252359,18.9675,15.6003
252360,18.9636,15.5975
252361,18.8395,15.5701
252362,18.9294,15.5879
252363,18.9552,15.5942
252364,18.9533,15.59
252365,18.9619,15.5951
252366,18.9499,15.5919
252367,18.937,15.593
252368,18.9763,15.6007
252369,18.9647,15.5985
252370,18.9796,15.5976
252371,18.9679,15.599
252372,18.9627,15.5998
252373,18.948,15.5965
252374,18.9336,15.5903
252375,18.9501,15.5858
252376,18.9519,15.5899
252377,18.9257,15.5884
252378,18.9521,15.5955
252379,18.9739,15.5926
252380,18.9249,15.5815
252381,18.9325,15.584
252382,18.944,15.5902
252383,18.949,15.5909
252384,18.9665,15.5969
252385,18.8614,15.5611
252386,18.9323,15.5947
252387,18.9443,15.5843
252388,18.9321,15.5788
252389,18.9638,15.5857
252390,18.9485,15.5885
252391,18.9155,15.5801
252392,18.73661205,15.54263552
252393,18.83556306,15.55287898
252394,18.79752695,15.55051848
252395,18.83479997,15.55264818
252396,18.83850832,15.55753057
252397,18.84664702,15.55601601
252398,19.006,15.561
252399,19.007,15.561
252400,19.004,15.561
252401,18.965,15.554
252402,18.948,15.554
252403,18.948,15.552
252404,18.677,15.562
252405,18.616,15.516
252406,18.615,15.509
252407,18.619,15.562
252408,18.621,15.528
252409,18.576,15.536
252410,18.58,15.53
252411,18.635,15.556
252412,18.704,15.554
252413,18.655,15.503
252414,18.73,15.538
252415,18.628,15.538
252416,18.822,15.55
252417,19.111,15.575
252418,18.961,15.519
252419,19.039,15.574
252420,18.772,15.54
252421,18.702,15.532
252422,18.869,15.527
252423,18.926,15.547
252424,18.914,15.537
252425,19.136,15.572
252426,18.949,15.536
252427,18.873,15.557
252428,18.948,15.56
252429,18.988,15.567
252430,18.956,15.567
252431,18.67734783,15.5885261
252432,18.65166193,15.58724937
252433,18.66822045,15.60562468
252434,18.67224142,15.60188668
252435,18.70113944,15.60367502
252436,18.70866784,15.61332873
252437,18.69625018,15.59785535
252438,18.7030434,15.61989676
252439,18.70927319,15.60767437
252440,18.67746977,15.57827253
252441,18.72202532,15.6189768
252442,18.66392805,15.59112958
252443,18.69950786,15.59882237
252444,18.70879824,15.592499
252445,18.69096928,15.59950148
252446,18.625,15.564
252447,18.62,15.547
252448,18.647,15.566
252449,18.628,15.556
252450,18.665,15.554
252451,18.666,15.554
252452,18.664,15.575
252453,18.681,15.579
252454,18.634,15.556
252455,18.602,15.545
252456,18.606,15.548
252457,18.612,15.547
252458,18.67,15.567
252459,18.655,15.571
252460,18.693,15.582
252461,18.669,15.577
252462,18.636,15.568
252463,18.672,15.579
252464,18.535,15.523
252465,18.536,15.526
252466,18.638,15.561
252467,18.573,15.551
252468,18.601,15.556
252469,18.537,15.531
252470,18.516,15.521
252471,18.519,15.529
252472,18.502,15.531
252473,18.663,15.554
252474,18.654,15.546
252475,18.568,15.527
252476,18.569,15.529
252477,18.562,15.538
252478,18.648,15.557
252479,18.662,15.566
252480,18.657,15.565
252481,18.657,15.565
252482,18.666,15.575
252483,18.577,15.546
252484,18.527,15.529
252485,18.593,15.539
252486,18.525,15.528
252487,18.525,15.533
252488,18.659,15.567
252489,18.665,15.555
252490,18.668,15.578
252491,18.681,15.58
252492,18.63,15.55
252493,18.714,15.529
252494,18.731,15.527
252495,18.549,15.559
252496,18.572,15.545
252497,18.58,15.557
252498,18.595,15.559
252499,18.253,15.53
252500,19.46,15.635
252501,19.465,15.635
252502,19.366,15.629
252503,18.286,15.507
252504,18.302,15.509
252505,18.3,15.498
252506,18.296,15.505
252507,18.292,15.504
252508,18.303,15.5
252509,18.304,15.5
252510,18.299,15.505
252511,18.301,15.497
252512,18.29,15.507
252513,18.304,15.496
252514,18.303,15.497
252515,18.297,15.504
252516,18.287,15.501
252517,18.2623,15.5077
252518,18.3023,15.4994
252519,18.2831,15.5037
252520,18.2999,15.4988
252521,18.2707,15.5089
252522,18.2918,15.5047
252523,18.2885,15.5075
252524,18.3014,15.4963
252525,18.2989,15.5028
252526,18.302,15.5013
252527,18.2985,15.5032
252528,18.3046,15.5002
252529,18.31,15.509
252530,18.306,15.509
252531,18.283,15.519
252532,18.302,15.512
252533,18.309,15.513
252534,18.292,15.517
252535,18.298,15.516
252536,18.293,15.518
252537,18.2722,15.5373
252538,18.2868,15.5295
252539,18.4171,15.5528
252540,18.4222,15.554
252541,18.407,15.542
252542,18.4103,15.5452
252543,18.4221,15.554
252544,18.3646,15.544
252545,18.4217,15.5539
252546,18.4049,15.5394
252547,18.4101,15.5467
252548,18.3722,15.5338
252549,18.2864,15.5214
252550,18.245,15.508
252551,18.353,15.529
252552,18.217,15.501
252553,18.214,15.499
252554,18.22,15.504
252555,18.396,15.535
252556,18.286,15.508
252557,18.213,15.504
252558,18.189,15.491
252559,18.191,15.498
252560,18.521,15.752
252561,18.318,15.52
252562,18.353,15.506
252563,18.259,15.509
252564,18.161,15.478
252565,18.263,15.514
252566,18.338,15.509
252567,18.4047,15.5482
252568,18.4024,15.5473
252569,18.4042,15.5492
252570,18.3969,15.5387
252571,18.4021,15.5466
252572,18.4003,15.5476
252573,18.4005,15.5442
252574,18.4202,15.5448
252575,18.4278,15.5539
252576,18.4212,15.5451
252577,18.4259,15.5517
252578,18.4201,15.549
252579,18.4256,15.5537
252580,18.4133,15.552
252581,18.4198,15.5491
252582,18.4129,15.546
252583,18.414,15.5464
252584,18.4124,15.5435
252585,18.4144,15.5487
252586,18.4128,15.5452
252587,18.4201,15.5458
252588,18.4211,15.548
252589,18.4267,15.555
252590,18.4226,15.5479
252591,18.4246,15.5508
252592,18.4256,15.5511
252593,18.424,15.5502
252594,18.4247,15.5508
252595,18.4261,15.5521
252596,18.4033,15.5402
252597,18.4034,15.5404
252598,18.4039,15.5433
252599,18.4045,15.5435
252600,18.4187,15.549
252601,18.4229,15.5495
252602,18.4222,15.5484
252603,18.4246,15.5505
252604,18.4243,15.5506
252605,18.4256,15.5514
252606,18.2162,15.519
252607,18.2497,15.5328
252608,18.2684,15.5284
252609,18.2699,15.532
252610,18.4207,15.5532
252611,18.4242,15.557
252612,18.4138,15.5513
252613,18.417,15.5494
252614,18.4169,15.5539
252615,18.417,15.5498
252616,18.416,15.5503
252617,18.3833,15.5425
252618,18.391,15.5462
252619,18.3834,15.5483
252620,18.414,15.5529
252621,18.4089,15.5486
252622,18.4162,15.5546
252623,18.4093,15.5512
252624,18.4235,15.5569
252625,18.4263,15.5463
252626,18.4293,15.5541
252627,18.4169,15.5556
252628,18.4275,15.5546
252629,18.4246,15.5517
252630,18.4247,15.5513
252631,18.4251,15.5485
252632,18.4212,15.5572
252633,18.4221,15.5484
252634,18.4256,15.5499
252635,18.4229,15.5507
252636,18.423,15.5494
252637,18.4226,15.5504
252638,18.4206,15.5461
252639,18.4178,15.5463
252640,18.4204,15.5463
252641,18.4229,15.5531
252642,18.3976,15.5615
252643,18.3932,15.5486
252644,18.3657,15.5357
252645,18.3828,15.5423
252646,18.3819,15.5467
252647,18.3814,15.5394
252648,18.3846,15.5462
252649,18.3899,15.5495
252650,18.4225,15.5461
252651,18.4073,15.5514
252652,18.4217,15.5488
252653,18.4167,15.5488
252654,18.4214,15.5555
252655,18.4197,15.5497
252656,18.4199,15.5485
252657,18.4222,15.5484
252658,18.4301,15.5553
252659,18.4168,15.5489
252660,18.199,15.5192
252661,18.1492,15.5166
252662,18.2487,15.5324
252663,18.2504,15.5249
